,decision,created_at,id,id_str,full_text,source,retweet_count,favorite_count,reply,username_length,user_location
91,enabling context,2021-01-26 10:39:09+00:00,1354016016662024192,1354016016662024192,"Major discovery helps explain coral bleaching. ""Bleached corals do not necessarily die; their symbiotic algae population can be reestablished if the conditions around a reef return to normal."" If heat persists, pollution, the coral is too weak to survive. https://t.co/eVz0e4PGz0",Twitter Web App,0,1,FALSE,8,Australia
92,enabling context,2021-01-26 09:24:28+00:00,1353997222136963073,1353997222136963073,"Ocean warming effect - Ocean acidification is litmus test for the climate crisis’ effects at sea
#OceanWarmingNow
#OceanClimate 
https://t.co/QND9akzbaO",Twitter for Android,0,1,FALSE,15,Nigeria
93,can do,2021-01-26 08:57:40+00:00,1353990478862155777,1353990478862155777,"Establishing marine protected areas and putting in place adaptive measures, such as precautionary catch limits to prevent overfishing, can protect ocean ecosystems and shield humans from the effects of ocean warming.
#OceanWarmingNow

https://t.co/8TxFhVAMav",Twitter for Android,0,1,FALSE,15,Nigeria
94,can do,2021-01-26 08:37:39+00:00,1353985440970399744,1353985440970399744,"Achieving the mitigation targets set by the ParisAgreement on climatechange &amp; limiting the global avg. temp. Increase to well below 2°C above pre-industrial levels is crucial to prevent the massive impacts of ocean warming on marine ecosystems and their services.
@IUCN https://t.co/7Db9MySkn2",Twitter for Android,1,1,FALSE,15,Nigeria
95,desirability,2021-01-26 08:23:22+00:00,1353981843918499840,1353981843918499840,"Rising ocean temperatures also affect the benefits humans derive from the ocean by...

➡️threatening food security
➡️increasing the prevalence of diseases and
➡️causing more extreme weather events and
➡️ the loss of coastal protection.

https://t.co/8TxFhVAMav",Twitter for Android,0,1,FALSE,15,Nigeria
96,desirability,2021-01-26 08:03:18+00:00,1353976796165906433,1353976796165906433,"Increasing ocean temperatures affect marine species and ecosystems. Rising temperatures cause coral bleaching and the loss of breeding grounds for marine fishes and mammals.
#OceanWarmingNow #OceanWarmingNow
#ClimateAction https://t.co/LH68BTlpHt",Twitter for Android,0,1,FALSE,15,Nigeria
97,enabling context,2021-01-26 07:59:17+00:00,1353975785636438016,1353975785636438016,"The ocean absorbs most of the excess heat from greenhouse gas emissions, leading to rising ocean temperatures.

https://t.co/8TxFhVAMav",Twitter for Android,0,1,FALSE,15,Nigeria
98,enabling context,2021-01-26 06:51:14+00:00,1353958661169680384,1353958661169680384,AND this is why #ClimateCrisis matters—we depend on our natural world. Stop buying plastic. Reduce your carbon footprint. Ocean warming/acidification will have massive effects. #COVID19 #Aplidin https://t.co/o0NXBY9Npa,Twitter for iPhone,0,2,FALSE,11,United States
99,buzz,2021-01-26 06:43:38+00:00,1353956745920475136,1353956745920475136,"Murakakudhin session🤙🏾. 
The last session focused on investigating impacts to the reef. Following the Reef Check Protocol we learned how to identify coral bleaching, fish and snail predation marks and how to judge percentage of bleaching in corals.🐋",Twitter for iPhone,3,4,FALSE,14,Unknown
100,enabling context,2021-01-26 04:54:37+00:00,1353929313347747842,1353929313347747842,"Another cyclone is brewing in N. QLD, further decreasing the risk of #coral bleaching in coming weeks. https://t.co/tTDQ3kugLQ",Twitter for iPad,5,21,FALSE,15,Australia
101,enabling context,2021-01-26 04:31:24+00:00,1353923470988435457,1353923470988435457,"NOAA’s coral bleaching forecast for the #GreatBarrierReef is trending downwards. Compare 60% probability forecasts for mid-March, issued in December vs January. https://t.co/qomjooufeF",Twitter for iPad,28,82,FALSE,15,Australia
102,buzz,2021-01-26 01:50:10+00:00,1353882894310248448,1353882894310248448,🥳 I got selected as one of the Coral Bleaching RCN Early Career Training Program 2021 fellows 🎉🍾🎊,Twitter for iPhone,0,63,FALSE,11,France
103,desirability,2021-01-25 22:09:25+00:00,1353827338799247362,1353827338799247362,"@SenTedCruz ""Radical climate apologists""? I would suggest you are a ""radical climate denier"".  Watch the hurricanes, massive wild fires, coral bleaching events, species extinctions, glacial retreats, etc....This planet sustains us all but it can't tolerate unlimited exploitation.",Twitter for iPhone,0,0,TRUE,9,Unknown
104,enabling context,2021-01-25 21:29:04+00:00,1353817185731432450,1353817185731432450,"Major discovery helps explain coral bleaching
https://t.co/u2WaNovKXk
remarkable feeding mechanism that involves a symbiotic relationship with single algae. These algae grow inside, the corals, using the coral tissue as shelter (such as water quality) stress the corals in a reef https://t.co/9bAWIjzAvc",Twitter Web App,0,1,FALSE,8,Unknown
105,enabling context,2021-01-25 20:33:42+00:00,1353803252815564803,1353803252815564803,“Scientists already knew that ocean warming is the main factor causing the symbiotic relationship to break down. But what Rädecker's team discovered was that the coral is already in a stressed state and lacking nutrients even before the algae begin releasing toxic compounds...” https://t.co/bNwoxqaS5g,Twitter for iPhone,0,0,FALSE,12,Canada
106,desirability,2021-01-25 19:30:07+00:00,1353787253198368775,1353787253198368775,"Coral reefs provide shelter to 25% of marine life. 

Threats from climate change and human presence could wipe out all coral reef ecosystems by 2050 – including Tubastraea floreana in the Galápagos. https://t.co/UlTR6tK8l2 @Bertarelli_fdn https://t.co/oxn2iDYXra",Hootsuite Inc.,5,12,FALSE,14,United States
107,invitation,2021-01-25 19:25:00+00:00,1353785962594246658,1353785962594246658,"This is frightening. Time is up. 

Let's invest in learning more about this vast and vital ocean. 

From @afreedma. 
https://t.co/6BCmuDGMTf",TweetDeck,0,1,FALSE,10,Unknown
108,buzz,2021-01-25 19:18:20+00:00,1353784285006680064,1353784285006680064,"New publication alert! Michael Wood, @erignot, and others shed light on the relationship between ocean warming and glacier melting in Greenland. Check out the publication here: https://t.co/PT9oXkcitk https://t.co/UjVFPpmyhg",Twitter Web App,5,7,FALSE,6,United States
109,desirability,2021-01-25 18:29:10+00:00,1353771914058149892,1353771914058149892,"Southern Ocean is warming quickly, threatening ice in Antarctica - The Washington Post https://t.co/H8ngQh3Yh9 Most world leaders still silent on #ClimateEmergency",Twitter Web App,0,0,FALSE,11,Unknown
110,desirability,2021-01-25 17:11:31+00:00,1353752369754824704,1353752369754824704,I swear nothing can make me feel more guilty than watching a video about coral bleaching,Twitter for iPhone,0,0,FALSE,12,Unknown
111,enabling context,2021-01-25 16:14:56+00:00,1353738130097119236,1353738130097119236,"""In a warmer climate, extreme atmospheric rivers will become more intense as they become wetter, longer, and wider; there is some indication that this is already happening in association with observed Pacific Ocean warming."" (2019)

https://t.co/Ezn8Cld8bT https://t.co/6EtHW7tmIo",TweetDeck,0,0,FALSE,12,United States
112,buzz,2021-01-25 16:07:37+00:00,1353736289636519937,1353736289636519937,More home learning projects on coral bleaching 🙂 https://t.co/xEXUDicHrG,Twitter for iPad,1,1,FALSE,6,United Kingdom
113,buzz,2021-01-25 16:07:12+00:00,1353736184141373441,1353736184141373441,Just some of the work handed in by Year 5 today on Coral Bleaching and Antony Gormley! 🌟🙂 https://t.co/u0YyTHjsQ5,Twitter for iPad,1,3,FALSE,6,United Kingdom
114,desirability,2021-01-25 15:42:48+00:00,1353730044732956674,1353730044732956674,"@NBCLX Why is an overpopulated world having less babies a bad idea? Every issue humanity has is caused by or exacerbated by overpopulation. Pollution, global warming, disease, climate change, housing shortage, ecological destruction, ocean warming, plant and animal extinctions, and on.",Twitter for Android,1,14,TRUE,15,United States
115,buzz,2021-01-25 14:54:15+00:00,1353717828210348032,1353717828210348032,"CELC member aquarium, @TXStateAquarium, was one of 4 aquariums to partner with NOAA's @FGBNMS to support its recent expansion! The aquarium and this #GulfofMexico sanctuary work together on important #coral restoration projects. @marinesanctuary https://t.co/oFpRnlRMlQ",Twitter Web App,1,6,FALSE,9,United States
116,desirability,2021-01-25 12:20:27+00:00,1353679120950046721,1353679120950046721,@BritainElects @DeltapollUK I've been a supporter of the Great Barrier Keith since the Cenozoic Era but even I have to admit that any other UN Heritage Site would be twenty points ahead of the worst coral bleaching in living memory. Time to go.,Twitter for Android,2,36,TRUE,8,United Kingdom
117,enabling context,2021-01-25 11:33:47+00:00,1353667378022920192,1353667378022920192,Effects of ocean warming and acidification on diatom silicate formation https://t.co/DzlY0rfp1A,WordPress.com,0,0,FALSE,13,Monaco
118,desirability,2021-01-25 11:24:29+00:00,1353665036091318272,1353665036091318272,"there is a greater potential for the waters of the Southern Ocean, which are absorbing vast quantities of added heat and carbon dioxide from the atmosphere as a result of human activities, may soon help destabilize parts of the Antarctic Ice Sheet.
https://t.co/utgSUrRHEf",Twitter Web App,0,0,FALSE,6,Unknown
119,desirability,2021-01-25 10:32:11+00:00,1353651876949061633,1353651876949061633,"@guardian This is a chain-reaction caused by global ocean warming of which we we are litterally only seeing the ""tip of the iceberg"" right now as the cooling effect of melting polar ice predictably will decrease more and more (it's like a runaway train).",Twitter Web App,0,0,TRUE,10,Denmark
120,enabling context,2021-01-24 22:30:56+00:00,1353470366774157312,1353470366774157312,@taketwock Watching the movie Revolution. 💯 agree  we  must  stop  fossil  fuels  now -we  have  dumped  1  quadrillion pounds  of  CO2  into  the  atmosphere with  no effort  to stop.  Coral  bleaching is a first  indicator that  a  massive  extinction will  follow .  Highly  recommend !,Twitter Web App,0,0,TRUE,11,Canada
121,enabling context,2021-01-24 21:00:44+00:00,1353447666261356549,1353447666261356549,Understanding how the Southern Ocean is changing as a result of increased greenhouse gas emissions has taken on greater urgency as scientists have learned more about the fragility of large parts of the Antarctic ice sheet. https://t.co/7DFXu5JKse,Hootsuite Inc.,0,0,FALSE,15,United States
122,buzz,2021-01-24 18:41:32+00:00,1353412636105461760,1353412636105461760,"Our purpose is the democratization of coral restoration, aimed at long-term stakeholder engagement. Innovating to finance restoration is part of our essence, which has led us to establish alliances and work under a collaborative model
#CoralRestoration #generationrestoration https://t.co/hexw0NNUsR",Twitter Web App,2,2,TRUE,9,Colombia
123,desirability,2021-01-24 18:29:37+00:00,1353409640076337152,1353409640076337152,"Layer of warming #water is rising from the subsurface, threatening to speed up #Antarcticice melt. #SouthernOcean absorbs huge quantities of #heat &amp; #carbondioxide—seas are #warming at 3-10X than estimated.
#ClimateEmergency #COVID19 #BuildBackBetter
https://t.co/z539CQIggw",Twitter Web App,0,0,FALSE,12,Unknown
124,desirability,2021-01-24 16:44:00+00:00,1353383059891040258,1353383059891040258,"The vast ocean separating Australia &amp; Antarctica has the ability to absorb large amounts of heat causing CO2. But these southern waters are warming faster than we thought, threatening to speed up Antarctic ice melt.
Via @washingtonpost
https://t.co/SwHFBlGBi1",Sprout Social,4,18,FALSE,15,United States
125,enabling context,2021-01-24 16:10:22+00:00,1353374594980311043,1353374594980311043,"@wlbeeton @ddasser @ClimateDepot 93% of global warming is ocean warming. 1% is atmospheric. Provide real-world evidence that CO2 increases over a water body causes the water to warm. 

Quantify the warming per ppm change. 

Cite the IPCC's observed evidence. https://t.co/DJdZENkLE2",Twitter Web App,0,2,TRUE,14,Unknown
126,desirability,2021-01-24 15:39:07+00:00,1353366730681307136,1353366730681307136,I just remembered the time in 6th grade in which I had one of the worst existential crises to ever exist on this god forbidden continent and tried to find a cure to coral bleaching.,Twitter for iPhone,0,3,FALSE,9,Unknown
127,desirability,2021-01-24 14:33:25+00:00,1353350195803729921,1353350195803729921,"This is what the #ClimateCrisis looks like in #Antarctica right now.

New in Nature Communications: ""beneath the surface layer of waters circling Antarctica, the seas are warming much more rapidly than previously known""

https://t.co/NiAnzI0ZNR https://t.co/Tnnyv565fr",Twitter Web App,0,0,TRUE,11,United States
128,invitation,2021-01-24 11:16:52+00:00,1353300734784065537,1353300734784065537,"Ctd... The open water around the cove (and elsewhere in Anilao) is still rich with marine life. Plastic pollution is bad, but perhaps the bigger threat right now is coral bleaching. Make sure you watch @ChasingCoral on Netflix. #saveouroceans 🐢 https://t.co/63WRSM9E9T",Twitter for iPhone,5,33,TRUE,14,United Kingdom
129,enabling context,2021-01-24 07:26:50+00:00,1353242844870406144,1353242844870406144,"The Southern Ocean is one of the least explored and understood regions when it may affect the future of humanity, thanks to its capacity to absorb huge quantities of heat and carbon dioxide, and melt swaths of the Antarctic ice sheet. https://t.co/CTOTT43RN3 #aartes",Twitter Web App,0,0,FALSE,8,Unknown
130,desirability,2021-01-24 04:57:14+00:00,1353205194050289664,1353205194050289664,@dancommadirty i’ve tried :((( my essay on coral bleaching for school was fun; i don’t know if i could do it out of school though :(,Twitter for iPhone,0,1,TRUE,6,Unknown
